File_Name,Coef_Pearson,Iph_0,Is_0,nd_0,Rs_0,Rp_0,Iph,Is,nd,Rs,Rp
2024-03-05_16:39:09,-0.8962,0.78505,9.825000e-08,1.91823,2.88425,369.08433,0.79728,3.017974e-08,1.14517,0.00694,188.63104
2024-03-05_16:40:09,-0.8925,0.8025,9.825000e-08,1.91823,3.36078,186.97918,0.79424,1.671843e-08,1.10339,0.00223,212.20891
2024-03-05_16:41:10,-0.8898,0.78789,9.825000e-08,1.91823,3.33223,335.89436,0.78062,4.470897e-08,1.16493,0.00179,325.86507
2024-03-05_16:42:09,-0.8952,0.7885,9.825000e-08,1.91823,3.14986,215.97292,0.79846,1.769468e-08,1.10461,0.00806,182.61464
2024-03-05_16:43:10,-0.8901,0.78201,9.825000e-08,1.91823,3.20304,326.15415,0.76912,2.717961e-08,1.13064,0.00312,283.95826
2024-03-05_16:44:09,-0.8942,0.76335,9.825000e-08,1.91823,3.26121,232.59382,0.76222,7.665623e-08,1.20262,0.0,256.40648
2024-03-05_16:45:10,-0.9211,0.75665,9.825000e-08,1.86011,3.45551,151.95164,0.71099,1.075022e-07,1.23969,1.21861,139.31494
2024-03-05_16:46:09,-0.8974,0.72095,9.825000e-08,1.86011,3.38074,243.0455,0.71708,1.598193e-07,1.26148,0.00298,252.02152
2024-03-05_16:47:09,-0.8973,0.69722,9.825000e-08,1.86011,3.74614,174.12423,0.69632,6.029480e-08,1.1877,3e-05,214.02903
2024-03-05_16:48:10,-0.906,0.66638,9.825000e-08,1.86011,3.83478,273.87529,0.69391,1.069027e-07,1.23373,0.0114,155.32187
2024-03-05_16:49:09,-0.8962,0.64265,9.825000e-08,1.86011,3.82725,283.28053,0.64877,6.984103e-08,1.19789,0.00069,245.44304
2024-03-05_16:50:10,-0.8963,0.62662,9.825000e-08,1.86011,4.19848,264.28341,0.61868,5.483406e-08,1.18182,0.0001,239.37918
2024-03-05_16:51:09,-0.8947,0.59254,9.825000e-08,1.86011,4.42604,573.12003,0.5912,7.556315e-08,1.20639,0.00027,286.51691
2024-03-05_16:52:10,-0.8932,0.56759,9.825000e-08,1.86011,4.51958,527.04567,0.56282,7.490060e-08,1.20686,0.0,322.58542
2024-03-05_16:53:09,-0.8949,0.56211,9.825000e-08,1.86011,4.57508,343.08024,0.55558,7.890832e-08,1.21145,0.00155,293.11259
2024-03-05_16:54:09,-0.8791,0.53574,9.825000e-08,1.86011,5.03059,3381.15574,0.50264,5.803555e-08,1.18224,0.0046,2643.78968
2024-03-05_16:55:10,-0.899,0.51566,9.825000e-08,1.86011,5.32628,306.11244,0.51332,8.554340e-08,1.21739,0.00089,245.49679
2024-03-05_16:56:09,-0.895,0.4903,9.825000e-08,1.86011,6.15734,290.00004,0.48877,5.934391e-08,1.1877,0.0008,288.65224
2024-03-05_16:57:10,-0.8983,0.50856,9.825000e-08,1.86011,5.49407,215.44768,0.4969,1.317657e-08,1.08765,0.00169,206.07609
2024-03-05_16:58:09,-0.8925,0.49274,9.825000e-08,1.86011,5.25216,452.45192,0.48715,5.382135e-08,1.1814,0.0,332.17116
2024-03-05_16:59:09,-0.8944,0.49375,9.825000e-08,1.86011,4.69349,350.01503,0.49503,4.286141e-08,1.16501,0.00031,283.30908
2024-03-05_17:00:09,-0.8947,0.50227,9.825000e-08,1.86011,5.24587,221.8269,0.49364,1.301216e-07,1.2494,0.00032,344.09053
2024-03-05_17:01:09,-0.8891,0.49923,9.825000e-08,1.86011,5.6651,260.21014,0.48429,1.795564e-08,1.10394,0.00062,334.09364
2024-03-05_17:02:10,-0.8988,0.48138,9.825000e-08,1.86011,5.64661,214.73168,0.48683,7.929843e-09,1.05653,0.00557,197.19506
2024-03-05_17:03:09,-0.9143,0.47063,9.825000e-08,1.86011,5.84104,170.48133,0.48675,1.448385e-07,1.26628,0.0071,154.42056
2024-03-05_17:04:10,-0.8957,0.45541,9.825000e-08,1.86011,5.88844,373.3299,0.45568,1.245454e-07,1.24772,0.00199,325.50139
2024-03-05_17:05:09,-0.8963,0.48077,9.825000e-08,1.86011,5.75423,213.28357,0.46961,7.949049e-09,1.05744,0.00074,217.65871
2024-03-05_17:06:10,-0.9004,0.46069,9.825000e-08,1.86011,5.18091,287.11477,0.46142,9.221378e-08,1.22613,0.00061,244.56466
2024-03-05_17:07:09,-0.9075,0.44973,9.825000e-08,1.86011,5.72218,199.25223,0.46013,1.140042e-07,1.24711,0.01549,193.91508
2024-03-05_17:08:09,-0.8992,0.41626,9.825000e-08,1.86011,6.79722,209.74734,0.42597,9.013910e-09,1.0681,0.00108,214.30692
2024-03-05_17:09:10,-0.9018,0.38198,9.825000e-08,1.80198,6.89828,196.53527,0.37176,1.019043e-08,1.07644,0.0017,219.94405
2024-03-05_17:10:09,-0.895,0.32153,9.825000e-08,1.80198,8.37969,223.34661,0.31303,5.281468e-08,1.18683,0.0003,337.30721
2024-03-05_17:11:10,-0.8962,0.29353,9.825000e-08,1.80198,9.19032,268.00849,0.27292,4.941806e-08,1.18147,0.00019,324.93941
2024-03-05_17:12:09,-0.8982,0.27832,9.825000e-08,1.74385,12.07474,189.91862,0.25966,2.197452e-08,1.12381,0.00209,288.32441
2024-03-05_17:13:10,-0.9041,0.27467,9.825000e-08,1.80198,12.43601,246.10197,0.27529,9.827154e-08,1.24171,0.01862,276.59187
2024-03-05_17:14:09,-0.8946,0.27751,9.825000e-08,1.80198,9.77899,246.03805,0.26206,8.912528e-08,1.2305,0.00859,370.35835
2024-03-05_17:15:09,-0.8979,0.22476,9.825000e-08,1.74385,14.4541,258.1509,0.20777,1.446156e-07,1.27015,0.00701,355.52854
2024-03-05_17:16:09,-0.8919,0.21624,9.825000e-08,1.74385,15.37967,215.94118,0.20162,5.605900e-08,1.19044,0.00685,379.76107
2024-03-05_17:17:09,-0.8948,0.21807,9.825000e-08,1.74385,14.46695,194.16123,0.1942,9.096969e-08,1.23368,0.01631,377.0384
2024-03-05_17:18:10,-0.893,0.20975,9.825000e-08,1.74385,22.73942,220.18199,0.19935,4.425594e-08,1.17624,0.00723,364.16975
2024-03-05_17:19:09,-0.8975,0.21766,9.825000e-08,1.74385,16.07048,230.7191,0.19955,2.655368e-07,1.33586,0.00682,389.17133
2024-03-05_17:20:10,-0.9008,0.22598,9.825000e-08,1.74385,13.02919,225.63458,0.21118,9.791959e-08,1.24688,0.01836,321.26089
2024-03-05_17:21:09,-0.8944,0.21908,9.825000e-08,1.74385,16.78753,238.11974,0.20358,1.977989e-07,1.30959,0.00565,410.8115
2024-03-05_17:22:09,-0.898,0.23247,9.825000e-08,1.74385,16.23712,236.14671,0.21474,1.401680e-07,1.27894,0.00843,352.97216
2024-03-05_17:23:09,-0.8999,0.22152,9.825000e-08,1.74385,16.09185,242.94306,0.21886,6.048898e-09,1.04881,0.01071,272.14216
2024-03-05_17:24:09,-0.8879,0.21848,9.825000e-08,1.74385,11.84005,887.12377,0.20665,8.481970e-08,1.23406,0.0,451.89274
2024-03-05_17:25:10,-0.8934,0.22314,9.825000e-08,1.74385,13.70913,263.18935,0.21045,4.323286e-08,1.1809,0.00417,358.3338
2024-03-05_17:26:09,-0.8922,0.21726,9.825000e-08,1.74385,13.924,335.37787,0.2018,1.164041e-07,1.26183,0.01442,410.58289
2024-03-05_17:27:10,-0.8993,0.21036,9.825000e-08,1.74385,19.33181,299.03687,0.20043,1.443616e-08,1.10401,0.00597,298.50439
2024-03-05_17:28:09,-0.8963,0.21787,9.825000e-08,1.74385,17.37633,195.68681,0.19481,1.047087e-08,1.08089,0.01715,311.56311
2024-03-05_17:29:09,-0.8991,0.1915,9.825000e-08,1.74385,16.91397,254.02362,0.18217,9.670204e-08,1.24888,0.00651,351.37028
2024-03-05_17:30:09,-0.8999,0.19271,9.825000e-08,1.74385,19.21663,147.8163,0.1744,3.466679e-07,1.36882,0.02217,381.1703
2024-03-05_17:31:09,-0.8954,0.18277,9.825000e-08,1.74385,18.93204,448.34436,0.16431,1.075622e-07,1.25578,0.02133,385.10681
2024-03-05_17:32:10,-0.9131,0.18947,9.825000e-08,1.74385,19.04232,207.17252,0.17487,2.117063e-09,0.98671,0.0593,242.00548
2024-03-05_17:33:09,-0.9004,0.18237,9.825000e-08,1.68572,19.40542,145.38756,0.15746,2.180858e-07,1.32458,0.00767,371.41989
2024-03-05_17:34:10,-0.8848,0.19231,9.825000e-08,1.74385,18.46625,255.7517,0.16829,1.765192e-07,1.30147,0.00402,524.85298
2024-03-05_17:35:09,-0.8925,0.18358,9.825000e-08,1.74385,21.20866,193.24449,0.17159,3.311965e-08,1.1637,0.01969,375.50366
2024-03-05_17:36:09,-0.9198,0.21381,9.825000e-08,1.74385,21.54697,109.10887,0.17751,3.535569e-08,1.17799,0.06505,244.53339
2024-03-05_17:37:09,-0.8899,0.16391,9.825000e-08,1.68572,20.60249,347.77773,0.14868,2.316864e-07,1.32843,0.01077,465.40962
2024-03-05_17:38:09,-0.8975,0.16776,9.825000e-08,1.68572,24.06258,200.62935,0.14539,4.346399e-08,1.1825,0.02084,360.66937
2024-03-05_17:39:10,-0.9001,0.16208,9.825000e-08,1.68572,26.9522,271.21776,0.14612,1.674067e-07,1.30198,0.00933,379.59302
2024-03-05_17:40:09,-0.8876,0.15153,9.825000e-08,1.68572,19.4414,333.19778,0.13183,2.156597e-07,1.31871,0.02188,477.96757
2024-03-05_17:41:10,-0.8992,0.13531,9.825000e-08,1.68572,32.58356,270.2802,0.11984,1.186815e-07,1.26224,0.04264,391.89265
2024-03-05_17:42:09,-0.88,0.12557,9.825000e-08,1.62759,22.24618,332.75069,0.10959,3.193890e-08,1.14419,0.01297,469.31357
2024-03-05_17:43:10,-0.8925,0.128,9.825000e-08,1.62759,46.91161,257.52653,0.10738,7.207946e-08,1.2151,0.14629,433.62245
2024-03-05_17:44:09,-0.8822,0.13084,9.825000e-08,1.62759,38.37533,199.47132,0.10336,1.949751e-07,1.30248,0.03782,525.01152
2024-03-05_17:45:09,-0.8698,0.12597,9.825000e-08,1.62759,31.65378,181.23222,0.09511,2.444982e-07,1.31862,0.03893,623.02747
2024-03-05_17:46:10,-0.9074,0.11847,9.825000e-08,1.62759,50.3036,206.76043,0.10165,4.654959e-08,1.17766,0.13158,386.63799
2024-03-05_17:47:09,-0.8804,0.12821,9.825000e-08,1.62759,42.32346,201.66706,0.09224,6.537987e-09,1.02443,0.03843,458.98649
2024-03-05_17:48:10,-0.89,0.10833,9.825000e-08,1.62759,34.06334,183.72615,0.09284,3.352657e-07,1.35637,0.00732,526.92343
2024-03-05_17:49:09,-0.8763,0.12192,9.825000e-08,1.62759,33.22232,189.94839,0.08597,2.710188e-07,1.32462,0.00531,610.06839
2024-03-05_17:50:10,-0.8652,0.10711,9.825000e-08,1.56946,32.74479,206.0105,0.07699,2.162913e-07,1.29571,0.00747,721.89633
2024-03-05_17:51:09,-0.9159,0.1063,9.825000e-08,1.56946,40.60743,176.92398,0.07828,2.271120e-07,1.30886,0.02864,485.08003
2024-03-05_17:52:09,-0.8845,0.10488,9.825000e-08,1.51134,36.08465,132.72365,0.07453,2.690578e-08,1.08153,0.02566,588.57533
2024-03-05_17:53:10,-0.9315,0.09676,9.825000e-08,1.45321,67.35037,203.41608,0.07013,1.718480e-11,0.70776,0.04698,529.33278
2024-03-05_17:54:09,-0.899,0.08601,9.825000e-08,1.45321,30.4698,210.70915,0.05965,2.665027e-07,1.26264,0.0082,952.27006
2024-03-05_17:55:10,-0.9048,0.08216,9.825000e-08,1.33695,16.67528,215.02998,0.05249,9.977412e-08,1.12918,0.00509,1093.50751
2024-03-05_17:56:09,-0.9051,0.08094,9.825000e-08,1.27882,4.67807,245.62807,0.04951,8.692196e-07,1.34107,0.00369,1678.39443
2024-03-05_17:57:10,-0.9524,0.0708,9.825000e-08,1.22069,8.72471,221.53213,0.04245,5.509024e-07,1.26863,0.0017,1470.07906
2024-03-05_17:58:09,-1.0,0.07404,9.825000e-08,1.10444,28.06862,200.15778,0.04246,1.914724e-07,4.45382,0.25337,983.70075
2024-03-05_17:59:09,-0.9987,0.07404,9.825000e-08,1.04631,9.00405,110.47752,0.03934,5.353170e-07,1.5063,0.0712,1707.59339
2024-03-05_18:00:10,-0.9913,0.07019,9.825000e-08,1.04631,22.29811,131.82964,0.03555,3.107755e-07,1.19705,0.05198,1890.65985
2024-03-05_18:01:09,-1.0,0.06694,9.825000e-08,0.98818,7.87413,126.51806,0.03607,5.560068e-08,1.20874,0.01181,1108.98171
2024-03-05_18:02:10,-1.0,0.06512,9.825000e-08,0.93005,59.31203,138.45849,0.03123,2.250067e-07,2.49561,0.08795,1447.08578
2024-03-05_18:03:09,-1.0,0.06491,9.825000e-08,0.87192,21.66243,124.71034,0.03034,9.158048e-07,2.11726,0.07363,1209.23586
2024-03-05_18:04:10,-1.0,0.07283,9.825000e-08,0.8138,40.22317,65.98344,0.03427,1.235310e-11,0.67026,1.30756,632.66448
2024-03-05_18:05:09,-1.0,0.06552,9.825000e-08,0.75567,5.86721,98.2134,0.02625,6.366162e-07,1.55332,0.11956,1822.09464
2024-03-05_18:06:09,-1.0,0.06289,9.825000e-08,0.69754,2.96086,86.11668,0.02737,1.559127e-07,3.60609,0.10233,1599.13518
2024-03-05_18:07:09,-1.0,0.05781,9.825000e-08,0.63941,3.28089,94.63866,0.02269,2.073142e-07,1.25943,0.07621,2338.10235
2024-03-05_18:08:09,-1.0,0.05923,9.825000e-08,0.58128,36.95316,91.09376,0.02046,4.543080e-07,2.92121,0.28503,1119.83459
2024-03-05_18:09:10,-1.0,0.05923,9.825000e-08,0.52315,1628.9609,68.55472,0.05497,2.024432e-07,1.12535,1.32549,81.68612
2024-03-05_18:10:09,-1.0,0.05193,9.825000e-08,0.52315,9.97567,50.51478,0.01733,1.197003e-06,4.46483,0.40105,1128.79373
2024-03-05_18:11:10,-1.0,0.05579,9.825000e-08,0.46503,5.76984,342.5603,0.0188,8.057200e-12,0.29651,0.00049,1918.67586
2024-03-05_18:12:09,-1.0,0.05031,9.825000e-08,0.4069,48.53116,54.56093,0.0241,3.551220e-11,0.27454,3.33737,232.12867
2024-03-05_18:13:09,0.8971,0.0499,9.825000e-08,0.4069,-103.84724,44.0185,0.00062,-3.854162e-10,5.8397,-2969.54801,2966.56984
2024-03-05_18:14:10,-0.9432,0.04463,9.825000e-08,0.34877,-26.79392,70.77122,0.00076,1.673600e-06,16.86467,-2436.577,2448.47545
2024-03-05_18:15:09,-1.0,0.05376,9.825000e-08,0.34877,10.19419,37.01543,0.01191,7.806053e-07,3.58228,0.11065,784.13188
2024-03-05_18:16:10,-1.0,0.0499,9.825000e-08,0.29064,36.81886,31.24289,0.01639,4.090897e-08,0.36103,0.0812,286.53487
2024-03-05_18:17:09,-1.0,0.0428,9.825000e-08,0.29064,30.93409,31.93307,0.0147,3.953000e-12,0.17809,0.00068,239.93987
2024-03-05_18:18:10,-1.0,0.0428,9.825000e-08,0.23251,9.72687,49.14648,0.01313,2.438807e-10,0.18843,0.14294,462.87251
2024-03-05_18:19:09,-1.0,0.04402,9.825000e-08,0.23251,7.43259,29.83894,0.00937,2.708460e-11,0.18362,0.00513,470.2158
2024-03-05_18:20:09,-1.0,0.04341,9.825000e-08,0.17438,6.0674,25.10903,0.01008,4.925931e-07,1.73362,0.40266,291.84626
2024-03-05_18:21:10,-0.9998,0.04503,9.825000e-08,0.17438,7.35371,30.5248,0.00816,2.682712e-07,0.23351,0.11683,389.25252
2024-03-05_18:22:09,-1.0,0.03773,9.825000e-08,0.17438,7.76477,15.79621,0.01112,5.113979e-09,0.13885,0.2066,179.70028
2024-03-05_18:23:10,-1.0,0.03753,9.825000e-08,0.11626,14.764,18.73482,0.00811,8.682540e-07,0.30119,0.38062,152.42058
2024-03-05_18:24:09,-1.0,0.0428,9.825000e-08,0.11626,7.07441,8.92289,0.01084,1.240512e-07,0.12997,0.03177,75.15855
2024-03-05_18:25:10,-1.0,0.04037,9.825000e-08,0.11626,19.68533,8.11764,0.01566,1.519300e-06,0.36444,0.14588,35.98222
2024-03-05_18:26:09,-0.9325,0.03773,9.825000e-08,0.11626,-16.30191,11.3104,0.00041,2.965141e-06,5.24265,-828.4016,831.35808
2024-03-05_18:27:09,-0.9998,0.04219,9.825000e-08,0.05813,11.71746,6.74728,0.00615,6.755260e-07,0.08518,0.07093,87.26157
2024-03-05_18:28:09,-1.0,0.03631,9.825000e-08,0.05813,0.0,6.37804,0.00321,3.787392e-06,0.92668,0.0,428.88572
2024-03-05_18:29:09,-1.0,0.03509,9.825000e-08,0.05813,2.01087,6.5514,0.00835,1.004923e-06,0.6899,0.08878,47.98525
2024-03-05_18:30:10,-1.0,0.04179,9.825000e-08,0.05813,1.10006,3.18445,0.00414,6.859497e-07,0.33245,0.00227,75.35994
2024-03-05_18:31:09,-0.9996,0.03611,9.825000e-08,0.05813,8.50048,3.77565,0.0085,5.125455e-07,0.02963,0.02614,16.17239
2024-03-05_18:32:10,-1.0,0.03509,9.825000e-08,0.05813,0.57898,2.68525,0.00594,2.670303e-07,0.02773,0.00234,27.76315
2024-03-05_18:33:09,-1.0,0.0426,9.825000e-08,0.05813,1.76663,2.15036,0.00676,5.680378e-08,0.11677,0.00411,13.54882
2024-03-05_18:34:09,-1.0,0.04341,9.825000e-08,0.05813,4.92133,0.95039,0.08492,9.119714e-07,0.04577,3.99891,0.94398
2024-03-05_18:35:09,-1.0,0.0497,9.825000e-08,0.05813,-0.04755,0.79578,0.01365,9.848044e-07,1.18145,-2.97893,3.85336
2024-03-05_18:36:09,-0.9927,0.03834,9.825000e-08,0.05813,-0.62826,1.14597,0.00164,2.706935e-06,1.65464,-25.72451,25.80495
2024-03-05_18:37:10,-1.0,0.04585,9.825000e-08,0.05813,0.44739,0.91319,0.01444,2.492839e-07,0.01212,0.00403,3.79733
2024-03-05_18:38:09,0.9657,0.03996,9.825000e-08,0.05813,-0.89479,0.55624,0.00097,1.954403e-07,1.74196,-34.92848,34.90428
2024-03-05_18:39:10,-1.0,0.03165,9.825000e-08,0.05813,1.20875,0.8173,0.009,2.618000e-13,0.00396,0.00702,4.15455
2024-03-05_18:40:09,-1.0,0.03712,9.825000e-08,0.05813,0.12951,0.66212,0.00663,3.259116e-09,0.00722,0.00123,8.8113
2024-03-05_18:41:09,-1.0,0.04179,9.825000e-08,0.05813,0.9374,0.45402,0.01792,5.384668e-07,0.3516,0.00626,1.79431
2024-03-05_18:42:09,0.8664,0.03367,9.825000e-08,0.05813,-1.23033,0.58956,0.00091,-2.173195e-06,0.21074,-31.3474,31.3267
2024-03-05_18:43:09,-1.0,0.04605,9.825000e-08,0.05813,0.65618,0.30551,0.0152,2.653729e-07,0.00922,0.00759,2.03536
2024-03-05_18:44:10,0.9018,0.04098,9.825000e-08,0.05813,-3.691,0.40124,0.00115,-1.695157e-06,0.83798,-23.47364,23.45118
2024-03-05_18:45:09,-1.0,0.04361,9.825000e-08,0.05813,11.48311,0.31756,0.2131,4.661529e-08,0.40027,0.01112,0.1325
2024-03-05_18:46:10,-0.8847,0.03915,9.825000e-08,0.05813,-0.32809,0.33263,0.00107,1.534671e-07,2.43525,-25.17284,25.17517
2024-03-05_18:47:09,-1.0,0.03327,9.825000e-08,0.05813,-0.09745,0.52936,0.00296,4.078878e-06,4.63683,-8.7905,8.91087
2024-03-05_18:48:10,1.0,0.0353,9.825000e-08,0.05813,-3.10821,0.13636,0.24378,6.515547e-07,0.29078,-0.28893,0.11303
2024-03-05_18:49:09,0.9891,0.02069,9.825000e-08,0.05813,-1.36704,1.33673,0.00051,3.239766e-06,2.89695,-52.39322,52.32831
2024-03-05_18:50:09,-1.0,0.03753,9.825000e-08,0.05813,0.53493,0.42345,0.01633,3.009251e-08,0.00894,0.00589,2.41008
2024-03-05_18:51:10,1.0,0.03651,9.825000e-08,0.05813,-0.48013,0.2378,0.00904,-1.234101e-06,0.52892,-3.1495,2.72132
2024-03-05_18:52:09,-1.0,0.03307,9.825000e-08,0.05813,3.8277,0.30449,0.22105,6.178374e-07,0.08579,0.25461,0.12157
2024-03-05_18:53:10,-1.0,0.03915,9.825000e-08,0.05813,-49.21332,0.21059,0.05623,9.453522e-09,0.05512,0.00834,0.52099
2024-03-05_18:54:09,-1.0,0.03043,9.825000e-08,0.05813,0.14913,0.51147,0.00531,5.493331e-07,0.01232,0.0017,4.14043
2024-03-05_18:55:10,0.8463,0.03712,9.825000e-08,0.05813,-14.21718,0.20618,0.00346,1.098863e-06,0.04862,-7.29289,7.26051
2024-03-05_18:56:09,-1.0,0.04321,9.825000e-08,0.05813,0.4687,0.89519,0.00922,4.749027e-07,0.00917,0.00022,3.75142
2024-03-05_18:57:09,-0.8589,0.02779,9.825000e-08,0.05813,-1.01821,1.85884,0.00029,2.381220e-06,2.50724,-84.77591,84.79877
2024-03-05_18:58:10,-1.0,0.03611,9.825000e-08,0.05813,2.68436,0.74778,0.01409,1.279528e-07,0.14622,0.00909,2.39147
2024-03-05_18:59:09,0.9915,0.03834,9.825000e-08,0.05813,-0.51803,0.39388,0.0011,5.882061e-07,2.24066,-23.20436,23.18097
2024-03-06_06:00:09,-1.0,0.04159,9.825000e-08,0.05813,8.20222,4.54033,0.01031,1.214346e-06,0.52873,0.06219,28.01377
2024-03-06_06:01:10,-1.0,0.04219,9.825000e-08,0.05813,6.36878,7.89515,0.00982,8.627804e-08,0.09555,0.01521,59.78912
2024-03-06_06:02:09,-1.0,0.03773,9.825000e-08,0.05813,54.13465,6.83165,0.0625,8.113183e-08,0.07073,0.38299,5.99078
2024-03-06_06:03:10,-1.0,0.04402,9.825000e-08,0.11626,-1.94564,10.04235,0.00305,1.316029e-06,3.8797,-122.64685,126.98036
2024-03-06_06:04:09,-1.0,0.04585,9.825000e-08,0.11626,0.0,8.94038,0.00705,1.386516e-06,2.77103,0.0,677.75527
2024-03-06_06:05:09,-1.0,0.04605,9.825000e-08,0.11626,4.74926,11.03807,0.00947,3.132917e-07,0.20243,0.05329,119.13574
2024-03-06_06:06:10,-1.0,0.05274,9.825000e-08,0.11626,0.87881,18.56981,0.01155,9.101000e-13,0.09608,3.19812,150.54735
2024-03-06_06:07:09,-1.0,0.04443,9.825000e-08,0.17438,1.30539,18.84058,0.00879,7.364271e-07,1.53565,0.00897,437.11744
2024-03-06_06:08:10,-1.0,0.04645,9.825000e-08,0.17438,-1.96853,33.71718,0.00503,3.560829e-06,8.68543,-157.73531,168.86944
2024-03-06_06:09:09,-1.0,0.05011,9.825000e-08,0.17438,1.16322,17.29066,0.01046,3.564029e-07,1.50056,0.03159,433.36887
2024-03-06_06:10:09,-1.0,0.05274,9.825000e-08,0.23251,10.09185,24.30215,0.01337,1.409368e-06,0.4029,0.30149,193.24803
2024-03-06_06:11:09,-0.9998,0.04645,9.825000e-08,0.23251,6.34593,26.64464,0.00961,7.380611e-08,0.26019,0.17977,432.75841
2024-03-06_06:12:09,-1.0,0.05355,9.825000e-08,0.23251,6.19135,25.98884,0.01384,1.631329e-07,2.48139,0.10715,303.19345
2024-03-06_06:13:10,-1.0,0.05274,9.825000e-08,0.29064,14.13695,35.00299,0.0137,3.516709e-08,1.91679,0.34957,230.38697
2024-03-06_06:14:09,-1.0,0.04483,9.825000e-08,0.29064,6.65827,45.35658,0.01294,6.880000e-14,0.15428,0.33363,426.38462
2024-03-06_06:15:10,-1.0,0.05011,9.825000e-08,0.29064,-1.10344,50.28594,0.01775,4.123976e-06,14.68423,-59.74285,152.0661
2024-03-06_06:16:09,,0.04909,9.825000e-08,0.34877,86001257210790.98,289.97667,0.04909,9.825000e-08,0.34877,86001257210790.98,289.97667
2024-03-06_06:17:10,-1.0,0.05457,9.825000e-08,0.34877,28.33091,35.52291,0.01574,1.922114e-06,4.41597,0.23955,430.53387
2024-03-06_06:18:09,-1.0,0.0497,9.825000e-08,0.4069,3.41646,37.44983,0.01473,1.073541e-07,1.57538,0.07612,660.05477
2024-03-06_06:19:09,-1.0,0.05376,9.825000e-08,0.4069,1.62838,54.36704,0.01758,1.128882e-06,1.10631,0.09262,1598.51832
2024-03-06_06:20:10,-1.0,0.05112,9.825000e-08,0.46503,32.55461,58.62106,0.01948,7.036007e-08,2.07692,0.62951,505.60297
2024-03-06_06:21:09,-1.0,0.06065,9.825000e-08,0.52315,5.23281,54.78676,0.01982,3.103912e-07,1.33882,0.31251,1023.43438
2024-03-06_06:22:10,-1.0,0.06045,9.825000e-08,0.52315,1.51426,91.65701,0.02248,1.152904e-06,2.50649,0.24744,3023.86584
2024-03-06_06:23:09,-1.0,0.05903,9.825000e-08,0.58128,67.7337,61.54583,0.02427,4.362547e-07,0.93931,0.04327,468.00728
2024-03-06_06:24:10,-1.0,0.05518,9.825000e-08,0.63941,39.1973,94.45716,0.02345,5.810378e-07,2.22695,0.74519,852.8239
2024-03-06_06:25:09,-1.0,0.06025,9.825000e-08,0.63941,23.47665,176.41657,0.02547,1.776834e-07,7.26646,0.01895,1502.99756
2024-03-06_06:26:09,-1.0,0.06106,9.825000e-08,0.69754,0.21632,197.37643,0.02248,3.302156e-07,7.45432,0.00019,5306.94013
2024-03-06_06:27:09,-0.9998,0.0568,9.825000e-08,0.69754,3.55342,149.99677,0.02604,3.392209e-07,1.20653,0.11295,2674.84962
2024-03-06_06:28:09,-0.9998,0.06877,9.825000e-08,0.75567,1.68731,87.26676,0.02793,1.539131e-06,1.61732,0.00127,2130.02228
2024-03-06_06:29:10,-0.9989,0.0641,9.825000e-08,0.8138,263.96236,94.76088,0.05723,8.740612e-08,0.72843,1.29438,141.2087
2024-03-06_06:30:09,-1.0,0.06532,9.825000e-08,0.87192,10.28207,194.66875,0.03411,1.854655e-07,12.3371,0.13209,1606.39943
2024-03-06_06:31:10,-1.0,0.06816,9.825000e-08,0.98818,17.58301,138.69711,0.03626,1.773135e-07,2.72983,0.02827,1432.46984
2024-03-06_06:32:09,-0.9899,0.08277,9.825000e-08,1.10444,7.92136,156.87521,0.03912,2.230273e-07,1.16907,0.07665,1484.71159
2024-03-06_06:33:09,-1.0,0.08236,9.825000e-08,1.10444,28.08257,147.67859,0.04812,1.214300e-12,0.75154,40.37641,714.84618
2024-03-06_06:34:09,-0.9825,0.08114,9.825000e-08,1.16257,5.75221,227.29043,0.04342,2.967851e-07,1.24312,0.03003,1524.24102
2024-03-06_06:35:09,-0.9353,0.08013,9.825000e-08,1.22069,0.77876,140.03106,0.04279,1.612483e-06,1.48471,0.03271,2240.71233
2024-03-06_06:36:10,-0.918,0.08195,9.825000e-08,1.33695,20.91784,198.60116,0.05123,5.010600e-12,0.61437,0.02593,1173.28487
2024-03-06_06:37:09,-0.9301,0.09899,9.825000e-08,1.33695,18.29605,158.10462,0.05386,1.720984e-07,1.23308,0.00055,1286.42339
2024-03-06_06:38:10,-0.901,0.09108,9.825000e-08,1.39508,1.26486,173.98813,0.05528,8.080110e-08,1.14535,0.00374,1304.39845
2024-03-06_06:39:09,-0.9162,0.09697,9.825000e-08,1.45321,6.24005,179.93128,0.05756,1.964666e-08,1.05376,0.01031,1055.70858
2024-03-06_06:40:09,-0.9185,0.09129,9.825000e-08,1.51134,54.03928,177.4173,0.06156,1.945172e-07,1.29364,0.08879,834.37095
2024-03-06_06:41:09,-0.9167,0.10041,9.825000e-08,1.56946,77.81075,183.07016,0.06798,3.043264e-07,1.37552,0.06183,699.43551
2024-03-06_06:42:09,-0.8832,0.10427,9.825000e-08,1.62759,47.73906,194.84864,0.07435,1.414530e-07,1.29145,0.03917,704.46694
2024-03-06_06:43:10,-0.9131,0.11482,9.825000e-08,1.62759,41.75527,280.02474,0.08243,5.020439e-07,1.46145,0.02168,515.5033
2024-03-06_06:44:09,-0.9213,0.11766,9.825000e-08,1.62759,43.93552,138.5849,0.08735,2.528503e-08,1.16782,0.07824,417.25183
